,Scheme_Name,Rating,Category,Launch_Date,Expense_Ratio,ret_1yr,AUM,Sortino_Ratio,Beta,Alpha,ret_3yr,ret_5yr,x,y,Scheme_Code
119992,BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option,* *,EQ-MLC,1/1/2013,1.67,-8.64,740.78,0.42,0.97,-2.96,12.73,13.56,14.840987205505371,19.8079833984375,119992
120002,BNP Paribas Mid Cap Fund - Direct Plan - Growth Option,* *,EQ-ELSS,1/1/2013,1.3,-5.73,448.28,0.44,0.95,-3.03,11.55,15.89,9.130910873413086,-13.886821746826172,120002
120008,BNP Paribas Money Plus Fund - Direct Plan - Growth Option,* *,EQ-MC,1/1/2013,0.9,-16.54,709.14,0.49,0.92,-3.05,11.62,19.36,-16.9018497467041,28.13808822631836,120008
120030,HSBC Large Cap Equity Fund - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,3.2565114498138428,-33.89952087402344,120030
120034,HSBC Infrastructure Equity Fund - Growth Direct,*,EQ-S INFRA,1/1/2013,2.14,-40.69,101.44,-0.18,1.21,-7.25,3.3,11.53,12.434494972229004,-34.44082260131836,120034
120035,HSBC Brazil Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-,-4.503697872161865,13.308743476867676,120035
120038,HSBC Cash Fund -  Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-,-20.889766693115234,16.27079963684082,120038
120042,HSBC Dynamic Asset Allocation Fund-Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-,2.983203887939453,-33.80325698852539,120042
120043,HSBC Global Emerging Market Fund - Growth Direct,Unrated,EQ-INTL,2/23/2015,1.67,5.06,3.71,0.67,-,-,14.01,-,-10.706132888793945,-5.4965949058532715,120043
120046,HSBC Multi Cap Equity Fund - Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39,6.623784065246582,-26.45985221862793,120046
120048,HSBC Flexi Debt Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-,19.01563835144043,19.418960571289062,120048
120059,HSBC Debt Fund - Growth Direct,Unrated,EQ-INTL,1/1/2013,2.01,15.13,28.68,-,-,-,-,-,20.19525146484375,20.314985275268555,120059
120062,HSBC Short Duration Fund - Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39,-1.4194096326828003,25.251096725463867,120062
120066,HSBC Low Duration Fund - Growth Direct,* * *,EQ-LC,1/1/2013,1.76,-3.33,676.78,0.73,1.08,-1.1,15.94,13.54,-16.136280059814453,26.347414016723633,120066
120069,HSBC Small Cap Equity Fund - Growth Direct,* *,EQ-SC,1/1/2013,1.7,-29.59,718.5,0.28,0.96,1.02,10.58,18.56,7.398204803466797,-19.474550247192383,120069
120073,HSBC Regular Savings Plan-Growth Direct,* * *,EQ-MLC,1/1/2013,1.85,-10.19,534.85,0.52,1.12,-2.29,14.28,15.39,9.07124137878418,1.02500581741333,120073
120079,HSBC Tax Saver Equity Fund - Growth Direct,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29,3.4657037258148193,-20.868427276611328,120079
120082,BNP Paribas Monthly Income Plan - Direct Plan - Growth Option,* *,EQ-MC,1/1/2013,0.9,-16.54,709.14,0.49,0.92,-3.05,11.62,19.36,6.299736022949219,2.5061914920806885,120082
120084,DHFL Pramerica Dynamic Bond Fund - Direct Plan-Growth Option,* *,EQ-MLC,2/25/2015,1.1,-6.8,105.78,0.49,1,-2.53,13.72,-,16.21882438659668,23.60875129699707,120084
120131,BNP Paribas Short Term Income Fund - Direct Plan - Growth Option,* * *,EQ-MLC,1/1/2013,0.83,-10.35,778.09,0.82,0.94,-0.58,13.6,17.29,-2.380000114440918,25.054481506347656,120131
120137,SBI MAGNUM GILT FUND - SHORT TERM - DIRECT PLAN - GROWTH,Unrated,EQ-THEMATIC,1/1/2013,1.54,3.63,2125.81,0.77,0.93,-0.33,15.47,15.7,2.6110639572143555,27.118209838867188,120137
120147,BNP Paribas Long Term Equity Fund - Direct Plan - Growth Option,* *,EQ-ELSS,1/1/2013,1.3,-5.73,448.28,0.44,0.95,-3.03,11.55,15.89,8.250534057617188,-23.183013916015625,120147
120152,Kotak 50 - Growth - Direct,Unrated,EQ-VAL,1/1/2013,-,-10.65,124.88,0.89,0.88,0.75,19.6,20.9,12.131876945495605,-16.76385498046875,120152
120154,Kotak Monthly Income Plan - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,6.609268665313721,3.5551512241363525,120154
120158,Kotak Opportunities---Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,5.957663059234619,-15.313063621520996,120158
120164,Kotak-Mid-Cap-Growth - Direct,Unrated,EQ-INTL,1/1/2013,1.21,-3.08,33.93,0.62,-,-,1.02,-4.31,8.345035552978516,-11.615860939025879,120164
120166,Kotak Select Focus Fund - Growth - Direct,* * * *,EQ-S INFRA,1/1/2013,1.26,-20.24,369.33,0.49,0.89,2.38,11.78,19.65,6.374417304992676,-15.025160789489746,120166
120186,ICICI Prudential US Bluechip Equity Fund - Direct Plan -  Growth,Unrated,EQ-INTL,1/1/2013,1.1,18.75,248.59,1.08,-,-,16.91,12.32,-12.990185737609863,-1.829695701599121,120186
120197,ICICI Prudential Liquid - Direct Plan -  Growth,* * *,EQ-L&MC,1/1/2013,1.13,-8.49,2899.97,0.71,0.8,-0.7,14.09,13.51,-20.500778198242188,17.139301300048828,120197
120211,ICICI Prudential Money Market Fund Option - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59,-23.243837356567383,18.59368324279785,120211
120242,ICICI Prudential Advisor Series Long Term Saving Plan - Direct Plan - Growth,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29,6.050832271575928,-7.996022701263428,120242
120244,ICICI Prudential Banking and Financial Services Fund - Direct Plan -  Growth,* * * *,EQ-S BANK,1/1/2013,1.15,-2.93,2639.37,1.21,0.98,2.8,26.49,25.06,16.59311294555664,-34.15587615966797,120244
120249,LIC MF Liquid Fund-Direct Plan-Growth,*,EQ-LC,1/1/2013,1.47,0.49,259.1,0.6,0.95,-2.06,13.7,12.99,-23.683879852294922,14.51896858215332,120249
120251,ICICI Prudential Equity & Debt Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,6.381909370422363,-9.496835708618164,120251
120256,ICICI Prudential Banking and PSU Debt Fund - Direct Plan -  Growth,* * * *,EQ-S BANK,1/1/2013,1.15,-2.93,2639.37,1.21,0.98,2.8,26.49,25.06,6.812737464904785,21.95876121520996,120256
120261,LIC MF Balanced Fund-Direct Plan-Growth,* * * *,EQ-ELSS,1/1/2013,1.64,-12.16,3119.66,0.81,0.94,0.66,16.02,16.7,-0.4611865282058716,-31.708202362060547,120261
120262,Sahara Liquid Fund-Fixed Pricing - Direct -Growth option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-20.579822540283203,8.73921012878418,120262
120264,LIC MF Equity Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,2.8182685375213623,-32.23432540893555,120264
120267,LIC MF Growth Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,2.7464637756347656,-26.72441291809082,120267
120268,LIC MF Growth Fund-Direct Plan-Dividend,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,0.14886344969272614,-28.632673263549805,120268
120270,LIC MF Tax Plan-Direct Plan-Growth,* * *,EQ-ELSS,1/1/2013,1.63,-3.22,195.3,0.79,0.99,0.4,16.6,15.82,3.61352801322937,-27.218017578125,120270
120276,LIC MF Monthly Income Plan-Direct Plan-Growth,*,EQ-LC,1/1/2013,1.47,0.49,259.1,0.6,0.95,-2.06,13.7,12.99,5.241248607635498,6.186802864074707,120276
120279,LIC MF Bond Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,18.032617568969727,19.363567352294922,120279
120280,Sahara Liquid Fund-Variable Pricing -Direct - Growth option,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,-20.492570877075195,9.830209732055664,120280
120282,LIC MF Govt. Securities Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,21.411571502685547,23.769166946411133,120282
120285,LIC MF Children's Gift Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,3.202676773071289,-23.990520477294922,120285
120288,Sahara Growth Fund-Dividend- Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,10.612956047058105,-37.97369384765625,120288
120289,Sahara Growth Fund-Growth- Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,4.518760681152344,-36.06318283081055,120289
120291,SaharaTax Gain-Growth- direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,4.98479700088501,-36.325557708740234,120291
120297,Sahara Midcap Fund-Growth Option - Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,1.7536824941635132,-17.721832275390625,120297
120299,UTI MMF - Instn Growth Plan -Direct,* *,EQ-MC,1/1/2013,1.39,-18,3588.86,0.33,0.91,-3.74,11.12,20.03,-22.302783966064453,18.487220764160156,120299
120300,ICICI Prudential Blended Plan B - Direct Plan -  Growth Option - I,Unrated,EQ-T Consumption,11/21/2018,-,-,31.47,-,-,-,-,-,5.577000617980957,24.735061645507812,120300
120304,UTI-  Liquid Fund-Cash Plan-Inst Growth Direct,Unrated,EQ-VAL,11/28/2018,1.92,-,149.26,-,-,-,-,-,-21.923994064331055,17.42265510559082,120304
120307,LIC MF Index Fund-Nifty Plan-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,-3.1588807106018066,-35.11330795288086,120307
120308,LIC MF Index Fund-Sensex Plan-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,-4.869169235229492,-34.05450439453125,120308
120310,ICICI Prudential Blended Plan A-Direct Plan -  Growth,Unrated,EQ-T Consumption,11/21/2018,-,-,31.47,-,-,-,-,-,-25.197784423828125,8.991888046264648,120310
120313,ICICI Prudential Cautious - Direct Plan -  Growth,Unrated,EQ-MLC,1/22/2016,-,-20.22,15.24,1.02,0.72,1.2,13.47,-,4.801299095153809,20.552738189697266,120313
120315,LIC MF Savings Plus Fund-Direct Plan-Growth,*,EQ-MLC,1/1/2013,1.45,-5.27,268.74,0.5,1.02,-3.63,12.54,10.83,-13.665282249450684,30.55765724182129,120315
120323,ICICI Prudential Value Discovery Fund - Direct Plan - Growth,* * *,EQ-VAL,1/1/2013,1.36,-6.94,15809.6,0.6,0.7,-3.45,12.07,18.64,1.7252609729766846,-24.317306518554688,120323
120333,Invesco India Dynamic Equity Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,4.4808831214904785,-19.48415184020996,120333
120334,ICICI Prudential Dynamic - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,-1.3277491331100464,-22.51340675354004,120334
120338,LIC MF Income Plus Fund-Direct Plan-Growth,*,EQ-S BANK,3/23/2015,1.8,-13.09,57.88,0.49,1.01,-8.02,14.44,-,-11.301746368408203,33.739688873291016,120338
120340,Sahara Wealth Plus Fund-Fixed Pricing Option-Direct-Growth,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,8.291637420654297,-25.861053466796875,120340
120345,Sahara Wealth Plus Fund-Variable Pricing Option-Direct-Growth,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,8.20627212524414,-25.73341178894043,120345
120348,Invesco India Contra Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,6.330728054046631,-19.72241973876953,120348
120351,LIC MF Infrastructure Fund-Direct Plan-Growth,* *,EQ-S INFRA,1/1/2013,1.62,-15.28,51.48,0.41,0.93,0.98,12.08,12.49,12.055402755737305,-33.3891487121582,120351
120353,Sahara Infrastructure Fund ---FIXED PRICING OPTION-Direct-Growth,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,17.957813262939453,-30.5221004486084,120353
120355,Sahara Infrastructure Fund ---VARIABLE PRICING OPTION-Direct-Growth,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,17.901790618896484,-30.572465896606445,120355
120356,Invesco India Growth Opportunities Fund - Direct Plan - Dividend,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29,-5.276449203491211,-27.116783142089844,120356
120357,Invesco India Growth Opportunities Fund - Direct Plan - Growth,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29,-0.7220253944396973,-19.750146865844727,120357
120361,Sahara R.E.A.L Fund - Growth  Fund- Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,3.7376787662506104,-17.371246337890625,120361
120364,ICICI Prudential Equity Arbitrage Fund - Direct Plan - Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,-25.446815490722656,9.516519546508789,120364
120371,Sahara Power & Natural resources Fund- Growth - Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,0.7770317196846008,-10.915162086486816,120371
120373,SAHARA BANKING & FINANCIAL SERVICES FUND- GROWTH - Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,18.476478576660156,-36.0504035949707,120373
120377,ICICI Prudential Balanced Advantage Fund - Direct Plan -  Growth,* * *,EQ-ELSS,1/1/2013,2,-12.94,148.25,0.57,1.08,-1.82,14.49,15.29,7.289241790771484,-4.748045921325684,120377
120381,ICICI Prudential MidCap Fund - Direct Plan -  Growth,* * *,EQ-MC,1/1/2013,1.34,-15.11,1512.74,0.7,0.8,0.38,15,20.59,12.502533912658691,-19.77772331237793,120381
120382,Sahara Super 20 Fund - Growth - Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,3.795039653778076,-35.83564758300781,120382
120385,Invesco India Financial Services Fund - Direct Plan - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1,16.720443725585938,-34.91663360595703,120385
120386,Sahara Star Value Fund-Growth - Direct,* *,EQ-L&MC,1/1/2013,1.56,-20.2,2846.27,0.28,0.97,-5.19,9.76,13.76,6.230891704559326,-37.07892608642578,120386
120389,Axis Liquid Fund - Direct Plan - Growth Option,Unrated,EQ-L&MC,10/15/2018,0.61,-,667.34,-,-,-,-,-,-22.40308952331543,18.020078659057617,120389
120392,Invesco India Largecap Fund - Direct Plan - Growth,* * * *,EQ-LC,1/1/2013,0.94,0.99,173.95,0.73,0.95,-0.75,15.62,16.77,11.433732032775879,-17.377716064453125,120392
120395,Invesco India PSU Equity Fund - Direct Plan - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78,17.21837615966797,-32.39891052246094,120395
120398,ICICI Prudential Flexible Income - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.45,-11.06,818.6,0.08,0.67,-4.53,9.09,14.63,-15.436588287353516,30.262773513793945,120398
120401,Invesco India Arbitrage Fund - Direct Plan - Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-,-26.944944381713867,10.991284370422363,120401
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,* * * *,EQ-MC,1/1/2013,1,-5.88,275.61,0.65,0.88,0.32,16.64,22.61,12.003485679626465,-19.040205001831055,120403
120405,Invesco India Infrastructure Fund - Direct Pan - Growth Option,* * * *,EQ-L&MC,1/1/2013,1.09,-1.2,1074.65,0.88,0.94,1.71,18.55,18.29,9.368216514587402,-32.95980453491211,120405
120406,JM High Liquidity Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,-22.7384033203125,17.265134811401367,120406
120413,Invesco India Multicap Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,1/1/2013,0.95,-11.86,729.94,0.46,1.07,-2.24,14.45,20.43,11.851073265075684,-19.030601501464844,120413
120416,Invesco India Tax Plan - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,11.276274681091309,-18.17460060119629,120416
120421,JM G-Sec Fund - (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,18.994155883789062,25.44342613220215,120421
120425,ICICI Prudential Savings Fund - Direct Plan - Growth,Unrated,EQ-MLC,2/21/2019,-,-,-,-,-,-,-,-,-12.386324882507324,32.04472351074219,120425
120430,JM Income Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,17.189716339111328,16.846214294433594,120430
120435,JM Floater Long Term Fund - (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,-21.36857032775879,24.833740234375,120435
120438,Axis Banking & PSU Debt Fund - Direct Plan - Growth Option,* * * * *,EQ-ELSS,1/1/2013,1.06,-3.91,7373.15,0.81,0.92,1.41,16.95,20.4,-16.981307983398438,27.138530731201172,120438
120444,Invesco India Banking & PSU Debt Fund - Direct Plan -  Growth Option,*,EQ-VAL,9/8/2015,1.79,-20.38,39.03,0.21,0.62,-4.69,9.83,-,-5.7067670822143555,24.74947738647461,120444
120447,Axis Constatnt Maturity 10 Year Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,21.88498306274414,24.557695388793945,120447
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,12/17/2018,-,-,852.58,-,-,-,-,-,14.759411811828613,20.545644760131836,120451
120458,JM Money Manager Fund - Regular Plan (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66,-15.696493148803711,31.753341674804688,120458
120465,Axis Equity Fund - Direct Plan - Growth,Unrated,EQ-MLC,7/28/2017,-,5.97,89.87,-,-,-,-,-,-3.205467939376831,-30.362957000732422,120465
120468,Axis Focused 25 Fund - Direct Plan - Growth Option,* * * * *,EQ-MLC,1/1/2013,0.66,1.14,6510.79,0.79,1.08,1.85,19.91,18.58,0.21376469731330872,-15.865370750427246,120468
120471,JM Short Term Fund (Direct) - Growth Option,* * *,EQ-MLC,1/1/2013,-,-4.72,126.93,0.85,1.03,1.63,18.46,19.35,1.263327956199646,24.512205123901367,120471
120473,Axis Gold Fund - Direct Plan - Growth option,* * * * *,EQ-MLC,1/1/2013,0.66,1.14,6510.79,0.79,1.08,1.85,19.91,18.58,-7.185328006744385,7.7662034034729,120473
120475,Axis Regular Savings Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,11/13/2017,0.58,10.16,2931.63,-,-,-,-,-,11.13366413116455,20.83476448059082,120475
120480,Axis Income Saver - Direct Plan - Growth Option,Unrated,EQ-L&MC,10/15/2018,0.61,-,667.34,-,-,-,-,-,8.333039283752441,-1.4167886972427368,120480
120482,JM Arbitrage Advantage Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,-24.789358139038086,8.741622924804688,120482
120484,JM Balanced Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,-5.786045074462891,-30.04709815979004,120484
120486,JM Basic Fund (Direct) - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,16.070026397705078,-33.3651123046875,120486
120488,JM Core 11 Fund (Direct)  - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,15.976016998291016,-33.45981216430664,120488
120490,JM Equity Fund (Direct) - Growth Option,* * * * *,EQ-LC,1/1/2013,-,-0.76,35.38,0.86,1.35,2.3,23.41,20.51,1.3814762830734253,-26.78485679626465,120490
120492,JM Multi Strategy Fund (Direct) - Growth Option,* * *,EQ-LC,1/1/2013,-,1.4,2505.63,0.6,0.71,-1.78,12.57,14.66,2.467435121536255,-20.063690185546875,120492
120494,JM Tax Gain Fund (Direct) - Growth Option,* * * *,EQ-ELSS,1/1/2013,-,-4.2,29.26,0.83,1.01,1.56,18.06,19.38,2.726240873336792,-20.406940460205078,120494
120497,Invesco India Corporate Bond Fund - Direct Plan - Growth,* * * * *,EQ-VAL,1/1/2013,0.98,-5.39,3115.12,0.95,0.84,1.31,19.69,22.04,4.1807661056518555,14.356867790222168,120497
120503,Axis Long Term Equity Fund - Direct Plan - Growth Option,* * * * *,EQ-ELSS,1/1/2013,0.95,1.97,17089.75,0.55,0.94,-0.81,15.53,20.84,10.201318740844727,-22.284128189086914,120503
120505,Axis Midcap Fund - Direct Plan - Growth,* * * *,EQ-MC,1/1/2013,0.99,4.9,1779.24,0.61,0.82,1.04,17.79,22.63,7.097720623016357,-30.28697967529297,120505
120507,Invesco India Money Market Fund - Direct Plan - Growth,* * * *,EQ-MC,1/1/2013,1,-5.88,275.61,0.65,0.88,0.32,16.64,22.61,-18.177541732788086,16.218406677246094,120507
120510,Axis Short Term Fund - Direct Plan - Growth Option,Unrated,EQ-MLC,11/13/2017,0.58,10.16,2931.63,-,-,-,-,-,-0.8077503442764282,25.93440818786621,120510
120513,Axis Treasury Advantage Fund - Direct Plan - Growth Option,* * *,EQ-SC,11/29/2013,1.58,-7.43,221.68,0.59,0.62,3.88,13.81,22.44,-17.764339447021484,27.850019454956055,120513
120517,Aditya Birla Sun Life Balanced '95 Fund - Direct Plan-Growth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.019774436950684,-10.248337745666504,120517
120520,Invesco India Gilt Fund - Direct  Plan - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1,4.831840515136719,13.97580623626709,120520
120524,Axis Triple Advantage Fund - Direct Plan - Growth Option,* * *,EQ-SC,11/29/2013,1.58,-7.43,221.68,0.59,0.62,3.88,13.81,22.44,7.828126430511475,-8.79835033416748,120524
120531,Invesco India Gold Fund - Direct Plan- - Growth,* * * * *,EQ-S BANK,1/1/2013,1.02,-0.5,122.64,1.06,0.9,0.8,24.44,23.1,-7.1743364334106445,8.811187744140625,120531
120537,Invesco India Liquid Fund - Direct Plan - Growth,* * * *,EQ-LC,1/1/2013,0.94,0.99,173.95,0.73,0.95,-0.75,15.62,16.77,-21.52946662902832,17.88623046875,120537
120539,Aditya Birla Sun Life New Millennium Fund - Growth - Direct Plan,Unrated,EQ-T MNC,1/1/2013,1.2,-1.9,3485.67,0.54,0.82,-3.45,13.36,23.09,-18.397119522094727,0.8767592906951904,120539
120541,Invesco India Ultra Short Term Fund - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,-11.233229637145996,27.19049644470215,120541
120546,Aditya Birla Sun Life Gold Fund - Growth - Direct Plan,Unrated,EQ-INTL,1/1/2013,1.35,19.92,16.01,-0.22,-,-,6.2,5.05,-6.350699424743652,8.809402465820312,120546
120554,Invesco India Regular Savings Fund - Direct Plan  - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78,3.5164849758148193,13.678339004516602,120554
120560,Invesco India Short Term Fund - Direct Plan - Growth,Unrated,EQ-T PSU,1/1/2013,1.04,-19.36,59.92,0.38,0.44,0.57,10.89,14.78,2.186976432800293,22.503732681274414,120560
120564,Aditya Birla Sun Life Equity Fund - Growth - Direct Plan,* * * * *,EQ-MLC,1/1/2013,1.07,-5.69,10035.35,0.93,0.98,2.38,18.24,19.83,5.213263988494873,-16.893972396850586,120564
120570,Invesco India Treasury Advantage Fund - Direct Plan - Growth,* * * * *,EQ-ELSS,1/1/2013,0.99,-1.17,696.48,0.81,0.99,0.76,17.32,19.8,-15.931899070739746,28.821395874023438,120570
120575,SBI FMCG FUND - DIRECT PLAN - GROWTH,Unrated,EQ-MLC,10/26/2015,-,-12.47,15.75,0.69,0.98,0.65,16.2,-,-3.918233871459961,-14.732258796691895,120575
120578,SBI IT FUND - DIRECT PLAN - GROWTH,* * *,EQ-S INFRA,1/1/2013,2.01,-17.56,464.94,0.56,0.93,2.19,12.07,15.65,-17.660446166992188,0.9947527647018433,120578
120582,ICICI Prudential Dynamic Bond Fund - Direct Plan -  Growth,Unrated,EQ-T DIV Y,5/16/2014,1.79,-16.18,177.54,0.82,1,-2.05,14.82,-,13.923547744750977,20.89592742919922,120582
120586,ICICI Prudential Focused Bluechip Equity Fund - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.47,6.64,509.22,0.87,0.87,2.65,17.89,16.02,2.6447324752807617,-21.607032775878906,120586
120587,ICICI Prudential FMCG Fund - Direct Plan -  Growth,Unrated,EQ-THEMATIC,1/1/2013,1.47,6.64,509.22,0.87,0.87,2.65,17.89,16.02,4.635468482971191,-13.97708797454834,120587
120590,ICICI Prudential Long Term Gilt Fund - Direct Plan - Growth,* * *,EQ-ELSS,1/1/2013,1.33,-2.61,5546.52,0.6,0.85,-0.75,13.83,16.53,20.73707389831543,24.888229370117188,120590
120591,ICICI Prudential Indo Asia Equity Fund - Direct Plan -  Growth,Unrated,EQ-MLC,6/17/2016,-,-5.44,43.23,-,-,-,-,-,3.4238228797912598,-22.41282844543457,120591
120592,ICICI Prudential Long Term Equity Fund (Tax Saving) - Direct Plan -  Growth,* * *,EQ-ELSS,1/1/2013,1.33,-2.61,5546.52,0.6,0.85,-0.75,13.83,16.53,0.38416215777397156,-24.531612396240234,120592
120594,ICICI Prudential Technology Fund - Direct Plan -  Growth,Unrated,EQ-S IT,1/1/2013,1.67,19.92,483.87,0.99,0.79,2.01,17.69,14.37,-17.849754333496094,0.910342812538147,120594
